COMPONENT;KEY;EN;NL;FR
DEF;HintFurnitureAndFixtureCashExpensesTerms;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;HintInterestRateCurrentAccount;Default interest rate in forecast is based on the previous entered rate. <br />If no entered rate is available, the rate is based on the default interest rate in the projection settings.;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief.<br />Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het standaard rentetarief bij de prognose instellingen.;
DEF;HintLastPeriodLimitOnCurrentAccount;Forecast default: Based on the last entered credit limit. <br />If no credit limit is entered, the total balance current account in the last historical column is used.;Prognose standaardinstelling: Gebaseerd op de laatst bekende kredietlimiet in de voorgaande kolommen. <br />Als er geen kredietlimiet is ingevoerd, wordt de limiet gebaseerd op de aanwezige rekeningcourantstand van de laatste historische kolom.;
DEF;HintLastPeriodLimitOnCurrentAccount;Forecast default: Based on the last entered credit limit. |If no credit limit is entered, the total balance current account in the last historical column is used.;Prognose standaardinstelling: Gebaseerd op de laatst bekende kredietlimiet in de voorgaande kolommen. |Als er geen kredietlimiet is ingevoerd, wordt de limiet gebaseerd op de aanwezige rekeningcourantstand van de laatste historische kolom.;
DEF;HintLossesCarriedBack;No default calculations, only manually entered values;Wordt niet berekend, wel zelf invulbaar.<br />Is afhankelijk van het fiscaal jaar, eerder genomen verliescompensaties en eventueel gebruik van carry back.;
DEF;HintMonitoringAndControlExpensesTerms;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;HintOfficeExpensesTerms;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;HintOtherMutationsNetWorth;Is the change of total equity minus all of the changes above. Must be zero, otherwise total equity change cannot be explained for.<br />If not zero it is likely that profit pay outs or withdrawals are missing.;Is de mutatie van het eigen vermogen van deze kolom minus al de mutaties die hierboven staan vermeld. Moet nul zijn, anders kan de mutatie van het eigen vermogen niet geheel verklaard worden.<br />Indien geen nul, dan is waarschijnlijk de uitgekeerde winst niet verantwoord of zijn andere onttrekkingen van het eigen vermogen niet verantwoord in de vermogensaansluiting.;
DEF;HintProduct_tpInventory;The presented term of an aggregated period (i.e. quarterly or yearly period) may deviate from the term that will be entered on the desaggregated level.<br />The presented weeks in inventory of an aggregated period will be recalculated based upon the inventory that has been determined on a disaggregated level.;Een getoonde termijn op jaarbasis kan afwijken van de termijn op maand-/periodebasis.<br />De getoonde termijn op jaarbasis is opnieuw berekend op basis van de vastgestelde voorraad eind van het jaar en de jaarinkopen.;
DEF;HintProductionCashExpensesTerms;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;HintProductWeeksInventory;The inventory merchandise is based on the cost of sales during this term calculated backwards in time.<br />The resulting inventory will never exceed the total cost of sales in that period.;De handelsgoederenvoorraad wordt gebaseerd op de handelsvoorraadtermijn, teruggerekend in de tijd.<br />De berekende handelsgoedenvoorraad zal nooit groter zijn dan de totale inkopen in de opgegeven termijn.;
DEF;HintProjection_CapitalizedOwnProduction;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;HintProjection_FurnitureAndFixtureExpenses;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;HintProjection_MonitoringAndControlExpenses;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.<br /><br />Link to Revenues (including Season Pattern behaviour of Revenues)<br />-     Complete behaviour of total revenues in that period will be copied<br /><br />Growth related to revenues (keeps existing season pattern intact)<br />-     Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groei van voorgaande periode vorig jaar<br />-% groei op jaarbasis wordt doorverwerkt, seizoenspatroon blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-% inflatie wordt doorverwerkt, bestaande seizoenspatroon blijft intact.<br /><br />Geen groei (waarde van jaar geleden)<br />-Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt.<br /><br />Gekoppeld aan de omzet (inclusief overname van seizoenspatroon omzet)<br />-Groei wordt gerelateerd aan de totale omzetontwikkeling in dezelfde periode<br /><br />Groei gerelateerd aan omzet (bestaand seizoenspatroon blijft intact)<br />-Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
