COMPONENT;KEY;EN;NL;
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, toelichting [titel];Loans, advances and guarantees on behalf of managing and supervisory directors, disclosure [title];Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, toelichting [titel];
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, toelichting;Loans, advances and guarantees on behalf of directors, disclosure;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, toelichting;
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, toelichting;Loans, advances and guarantees on behalf of managing and supervisory directors, disclosure;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, toelichting;
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, type bestuurder en commissaris;Loans, advances and guarantees on behalf of directors, type of director;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, type bestuurder en commissaris;
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, type lening, voorschot en garantie;Loans, advances and guarantees on behalf of directors, type of loan, advance and warranty;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, type lening, voorschot en garantie;
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, uitsplitsing [titel];Loans, advances and guarantees on behalf of managing and supervisory directors, breakdown [title];Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen, uitsplitsing [titel];
scorecard;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen;Loans, advances and guarantees on behalf of directors;Leningen, voorschotten en garanties ten behoeve van bestuurders en commissarissen;
scorecard;Lijst van namen aan wie een bijzonder statutair recht toekomst en een omschrijving van de aard van dit recht;List of names entitled to special governing control structures and a description of the nature of this entitlement;Lijst van namen aan wie een bijzonder statutair recht toekomst en een omschrijving van de aard van dit recht;
scorecard;Liquide middelen;Cash and cash equivalents;Liquide middelen;
scorecard;Liquide middelen;Liquid assets title;Liquide middelen;
scorecard;Liquide middelen, grondslag;Cash and cash equivalents, policy;Liquide middelen, grondslag;
scorecard;Liquide middelen, toelichting;Cash and cash equivalents, disclosure;Liquide middelen, toelichting;
scorecard;Liquide middelen, totaal;Cash and cash equivalents, total;Liquide middelen, totaal;
scorecard;Locatieomschrijving;Description of location;Locatieomschrijving;
scorecard;Locatieomschrijving buitenland;Description of location abroad;Locatieomschrijving buitenland;
scorecard;Locatieomschrijving NL;Description of location NL;Locatieomschrijving NL;
scorecard;Lonen;Wages;Lonen;
scorecard;Lonen en salarissen;Wages and salaries;Lonen en salarissen;
scorecard;Lonen en salarissen werknemers;Wages and salaries employees;Lonen en salarissen werknemers;
scorecard;Lonen, salarissen en sociale lasten;Wages, salaries and social security charges;Lonen, salarissen en sociale lasten;
scorecard;Lonen, salarissen en sociale lasten activiteit;Wages, salaries and social security charges operation;Lonen, salarissen en sociale lasten activiteit;
scorecard;Lonen, salarissen en sociale lasten, uitsplitsing;Wages, salaries and social security charges, breakdown;Lonen, salarissen en sociale lasten, uitsplitsing;
scorecard;Lonen, salarissen en sociale lasten, uitsplitsing [titel];Wages, salaries and social security charges, breakdown [title];Lonen, salarissen en sociale lasten, uitsplitsing [titel];
scorecard;Looptijd in maanden huur- of pachtcontract;Maturity in months rent contracts;Looptijd in maanden huur- of pachtcontract;
scorecard;Looptijd in maanden leasecontract;Maturity in months contracts operating lease;Looptijd in maanden leasecontract;
scorecard;Machines en installaties;Machinery;Machines en installaties;
scorecard;Managementfee;Management fee;Managementfee;
scorecard;Materiële vaste activa;Property, plant and equipment;Materiële vaste activa;
scorecard;Materiële vaste activa [titel];Property, plant and equipment [title];Materiële vaste activa [titel];
scorecard;Materiële vaste activa, begin van de periode;Property, plant and equipment, start of the period;Materiële vaste activa, begin van de periode;
scorecard;Materiële vaste activa, beperkte eigendomsrechten;Property, plant and equipment, limited ownership;Materiële vaste activa, beperkte eigendomsrechten;
scorecard;Materiële vaste activa, einde van de periode;Property, plant and equipment, end of the period;Materiële vaste activa, einde van de periode;
scorecard;Materiële vaste activa, grondslag;Property, plant and equipment, policy;Materiële vaste activa, grondslag;
scorecard;Materiële vaste activa, toelichting;Property, plant and equipment, disclosure;Materiële vaste activa, toelichting;
scorecard;Materiële vaste activa, toelichting [titel];Property, plant and equipment, disclosure [title];Materiële vaste activa, toelichting [titel];
scorecard;Materiële vaste activa, totaal;Property, plant and equipment, total;Materiële vaste activa, totaal;
scorecard;Materiële vaste activa: Gebruiksvee;Property plant equipment livestock;Materiële vaste activa: Gebruiksvee;
scorecard;Materiële vaste activa: Meerjaren plantopstand;Property plant equipment multiple years plant stock;Materiële vaste activa: Meerjaren plantopstand;
scorecard;Materiële vaste bedrijfsactiva in uitvoering en vooruitbetalingen op materiële vaste activa;Property. plant and equipment in progress and prepayments of property, plant and equipment;Materiële vaste bedrijfsactiva in uitvoering en vooruitbetalingen op materiële vaste activa;
scorecard;Meerjarige financiële verplichtingen;Multiannual financial liabilities title;Meerjarige financiële verplichtingen;
scorecard;Melkgeld;Milk money revenue;Melkgeld;
scorecard;Mestafzetkosten;Manure disposal costs;Mestafzetkosten;
scorecard;Mutatie eigen vermogen;Changes in equity title;Mutatie eigen vermogen;
scorecard;Naam activiteit;Name operation;Naam activiteit;
scorecard;Naam bank;Bank name;Naam bank;
scorecard;Naam intermediair;Name intermediary;Naam intermediair;
scorecard;Naam maatschappij operationele lease contract;Contracts operating lease name company;Naam maatschappij operationele lease contract;
scorecard;Naam opsteller;Name compiler;Naam opsteller;
scorecard;Naam tegenpartij schuld;Name counterparty payables;Naam tegenpartij schuld;
scorecard;Naam tegenpartij vordering;Name counterparty receivables;Naam tegenpartij vordering;
scorecard;Naam van de organisatie;Name of the organisation;Naam van de organisatie;
scorecard;Naam van de organisatie of rechtspersoon die in casu wordt vertegenwoordigd.;Name of the organisation or legal entity that is being represented in this situation.;Naam van de organisatie of rechtspersoon die in casu wordt vertegenwoordigd.;
scorecard;Naam van de organisatie vertegenwoordigd door de ondertekenaar;Name of the organisation represented by the signatory;Naam van de organisatie vertegenwoordigd door de ondertekenaar;
scorecard;Naam van de rechtspersoon;Legal entity name;Naam van de rechtspersoon;
scorecard;Nadere specificatie voerkosten;Fodder costs title;Nadere specificatie voerkosten;
scorecard;Netto staloppervlakte (m²);Net square meter stable surface;Netto staloppervlakte (m²);
scorecard;Netto-omzet;Net revenue;Netto-omzet;
scorecard;Netto-omzet, totaal;Net revenue, total;Netto-omzet, totaal;
scorecard;Netto-omzetresultaat;Net operating result;Netto-omzetresultaat;
scorecard;Nettoresultaat na belastingen;Net result after tax;Nettoresultaat na belastingen;
scorecard;Nettoresultaat na belastingen, netto;Net result after tax, net;Nettoresultaat na belastingen, netto;
scorecard;Nevenvestigingen;Branch offices;Nevenvestigingen;
scorecard;Niet aan de bedrijfsuitoefening dienstbaar;Assets not used in operations;Niet aan de bedrijfsuitoefening dienstbaar;
scorecard;Niet in de balans opgenomen activa, toelichting;Contingent assets, disclosure;Niet in de balans opgenomen activa, toelichting;
scorecard;Niet in de balans opgenomen verplichtingen, garanties;Contingent liabilities, guarantees;Niet in de balans opgenomen verplichtingen, garanties;
scorecard;Niet in de balans opgenomen verplichtingen, investeringsverplichtingen;Contingent liabilities, purchase commitments;Niet in de balans opgenomen verplichtingen, investeringsverplichtingen;
scorecard;Niet in de balans opgenomen verplichtingen, toelichting;Contingent liabilities, disclosure;Niet in de balans opgenomen verplichtingen, toelichting;
scorecard;Niet in de balans opgenomen verplichtingen, vermelding aansprakelijkheidsstelling;Contingent liabilities, liability claim;Niet in de balans opgenomen verplichtingen, vermelding aansprakelijkheidsstelling;
scorecard;Niet uit de balans blijkende verplichtingen;Contingent liabilities disclosure title;Niet uit de balans blijkende verplichtingen;
scorecard;Niet uit de balans blijkende verplichtingen, toelichting;Contingent liabilities, disclosure;Niet uit de balans blijkende verplichtingen, toelichting;
scorecard;Niet verdeelde winsten;Retained earnings;Niet verdeelde winsten;
scorecard;Niet verwerkte latente belastingverplichtingen en -vorderingen, toelichting;Deferred tax receivables and liabilities unrecognised disclosure;Niet verwerkte latente belastingverplichtingen en -vorderingen, toelichting;
scorecard;Niet verwerkte verplichtingen;Liabilities unrecognised title;Niet verwerkte verplichtingen;
scorecard;Niet-afgewikkelde overeenkomsten, toelichting;Arrangements not completed disclosure;Niet-afgewikkelde overeenkomsten, toelichting;
scorecard;Niet-beursgenoteerde effecten;Non-listed securities;Niet-beursgenoteerde effecten;
scorecard;Niet-toegerekende kosten;Not allocated costs title;Niet-toegerekende kosten;
scorecard;Nominale kredietlimiet schuld;Nominal credit limit;Nominale kredietlimiet schuld;
scorecard;Object identificatie huur- of pachtcontract;Object identification rent contracts;Object identificatie huur- of pachtcontract;
scorecard;Object zekerheid;Object securities;Object zekerheid;
scorecard;Omrekening van vreemde valuta, grondslag;Foreign currency translation, policy;Omrekening van vreemde valuta, grondslag;
scorecard;Omschrijving zekerheid;Securities description;Omschrijving zekerheid;
scorecard;Omzet activiteit;Turnover operation;Omzet activiteit;
scorecard;Omzet vee;Revenue livestock;Omzet vee;
scorecard;Onderhanden projecten in opdracht van derden;Construction contracts;Onderhanden projecten in opdracht van derden;
scorecard;Onderhanden projecten in opdracht van derden (activa);Construction contracts (assets);Onderhanden projecten in opdracht van derden (activa);
scorecard;Onderhanden projecten in opdracht van derden (passief);Construction contracts (liabilities);Onderhanden projecten in opdracht van derden (passief);
scorecard;Onderhanden projecten in opdracht van derden (passiva);Construction contracts (liabilities);Onderhanden projecten in opdracht van derden (passiva);
scorecard;Onderhanden projecten in opdracht van derden, grondslag;Construction contracts, policy;Onderhanden projecten in opdracht van derden, grondslag;
scorecard;Onderhanden projecten in opdracht van derden, toelichting;Construction contracts, disclosure;Onderhanden projecten in opdracht van derden, toelichting;
scorecard;Onderhanden projecten in opdracht van derden, toelichting [titel];Construction contracts, disclosure [title];Onderhanden projecten in opdracht van derden, toelichting [titel];
scorecard;Onderhanden werk;Work in progress;Onderhanden werk;
scorecard;Onderhoudskosten WKK;WKK maintenance costs;Onderhoudskosten WKK;
scorecard;Onverdeelde winst;Retained earnings;Onverdeelde winst;
scorecard;Oorspronkelijke looptijd (in mnd) schuld;Original maturity in months borrowing arrangements;Oorspronkelijke looptijd (in mnd) schuld;
scorecard;Opbrengst van vorderingen die tot de vaste activa behoren en van effecten;Income of non-current receivables and of securities;Opbrengst van vorderingen die tot de vaste activa behoren en van effecten;
